typeID	物品名称
20773	主天使质子弹 M
20775	主天使硬钼弹 M
20777	主天使钛合金萨博弹 M
20779	主天使聚变弹 M
20781	主天使定相等离子弹 M
20783	主天使电磁脉冲弹 M
20785	主天使碳铅弹 L
20787	主天使核芯弹 L
20789	主天使质子弹 L
20791	主天使硬钼弹 L
20793	主天使钛合金萨博弹 L
20795	主天使聚变弹 L
20797	主天使定相等离子弹 L
20799	主天使电磁脉冲弹 L
20801	主天使碳铅弹 XL
20803	主天使硬钼弹 XL
20805	主天使电磁脉冲弹 XL
20807	主天使聚变弹 XL
20809	主天使核芯弹 XL
20811	主天使定相等离子弹 XL
20813	主天使质子弹 XL
20815	主天使钛合金萨博弹 XL
20817	萨沙紫外晶体 S
20819	萨沙X射线晶体 S
20821	萨沙伽玛晶体 S
20823	萨沙多频晶体 S
20825	萨沙紫外晶体 M
20827	萨沙X射线晶体 M
20829	萨沙伽玛晶体 M
20831	萨沙多频晶体 M
20833	萨沙紫外晶体 L
20835	萨沙X射线晶体 L
20837	萨沙伽玛晶体 L
20839	萨沙多频晶体 L
20841	萨沙紫外晶体 XL
20843	萨沙X射线晶体 XL
20845	萨沙伽玛晶体 XL
20847	萨沙多频晶体 XL
20849	萨沙爱国者射频晶体 S
20851	萨沙爱国者微波晶体 S
20853	萨沙爱国者红外晶体 S
20855	萨沙爱国者标准晶体 S
20857	萨沙爱国者紫外晶体 S
20859	萨沙爱国者X射线晶体 S
20861	萨沙爱国者伽玛晶体 S
20863	萨沙爱国者多频晶体 S
20865	萨沙爱国者射频晶体 M
20867	萨沙爱国者微波晶体 M
20869	萨沙爱国者红外晶体 M
20871	萨沙爱国者标准晶体 M
20873	萨沙爱国者紫外晶体 M
20875	萨沙爱国者X射线晶体 M
20877	萨沙爱国者伽玛晶体 M
20879	萨沙爱国者多频晶体 M
20881	萨沙爱国者射频晶体 L
20883	萨沙爱国者微波晶体 L
20885	萨沙爱国者红外晶体 L
20887	萨沙爱国者标准晶体 L
20889	萨沙爱国者紫外晶体 L
20891	萨沙爱国者X射线晶体 L
20893	萨沙爱国者伽玛晶体 L
20895	萨沙爱国者多频晶体 L
20897	萨沙爱国者射频晶体 XL
20899	萨沙爱国者微波晶体 XL
20901	萨沙爱国者红外晶体 XL
20903	萨沙爱国者标准晶体 XL
20905	萨沙爱国者紫外晶体 XL
20907	萨沙爱国者X射线晶体 XL
20909	萨沙爱国者伽玛晶体 XL
20911	萨沙爱国者多频晶体 XL
20913	暗影铁质轨道弹 L
20915	暗影钨质轨道弹 L
20917	暗影铱质轨道弹 L
20919	暗影铅质轨道弹 L
20921	暗影钍质轨道弹 L
20923	暗影钼质轨道弹 L
20925	暗影锰质轨道弹 L
20927	暗影反物质轨道弹 L
20929	暗影反物质轨道弹 XL
20931	暗影铱质轨道弹 XL
20933	暗影铁质轨道弹 XL
20935	暗影铅质轨道弹 XL
20937	暗影锰质轨道弹 XL
20939	暗影钍质轨道弹 XL
20941	暗影钨质轨道弹 XL
20943	暗影钼质轨道弹 XL
20945	卫士铁质轨道弹 S
20947	卫士钨质轨道弹 S
20949	卫士铱质轨道弹 S
20951	卫士铅质轨道弹 S
20953	卫士钍质轨道弹 S
20955	卫士钼质轨道弹 S
20957	卫士锰质轨道弹 S
20959	卫士反物质轨道弹 S
20961	卫士铁质轨道弹 M
20963	卫士钨质轨道弹 M
20965	卫士铱质轨道弹 M
20967	卫士铅质轨道弹 M
20969	卫士钍质轨道弹 M
20971	卫士钼质轨道弹 M
20973	卫士锰质轨道弹 M
20975	卫士反物质轨道弹 M
20977	卫士铁质轨道弹 L
20979	卫士钨质轨道弹 L
20981	卫士铱质轨道弹 L
20983	卫士铅质轨道弹 L
20985	卫士钍质轨道弹 L
20987	卫士钼质轨道弹 L
20989	卫士锰质轨道弹 L
20991	卫士反物质轨道弹 L
20993	卫士反物质轨道弹 XL
20995	卫士铱质轨道弹 XL
20997	卫士铁质轨道弹 XL
20999	卫士铅质轨道弹 XL
21001	卫士锰质轨道弹 XL
21003	卫士钍质轨道弹 XL
21005	卫士钨质轨道弹 XL
21007	卫士钼质轨道弹 XL
21009	旗舰推进引擎
21010	旗舰推进引擎蓝图
21011	旗舰炮台挂点
21012	旗舰炮台挂点蓝图
21013	旗舰感应器组
21014	旗舰感应器组蓝图
21017	旗舰附甲
21018	旗舰附甲蓝图
21019	旗舰电容器电池
21020	旗舰电容器电池蓝图
21021	旗舰发电机组
21022	旗舰发电机组蓝图
21023	旗舰护盾发射器
21024	旗舰护盾发射器蓝图
21025	旗舰跳跃引擎
21026	旗舰跳跃引擎蓝图
21027	旗舰货柜舱
21028	旗舰货柜舱蓝图
21029	旗舰无人机挂舱
21030	旗舰无人机挂舱蓝图
21035	旗舰计算机系统
21036	旗舰计算机系统蓝图
21037	旗舰建设构件
21038	旗舰建设构件蓝图
21039	旗舰会战能源阵列
21040	旗舰会战能源阵列蓝图
21041	旗舰发射器安装座
21042	旗舰发射器安装座蓝图
21043	远古的寻宝图
21044	手枪
21046	纳基维交易日志
21048	卡弗尔的钥匙卡片
21053	卡弗尔的DNA
21054	粗糙的雕刻
21057	塔拉的勋章
21059	护盾补偿
21062	马克勒的铭牌
21064	兹瓦林·卡尔莎
21066	留克·莱卡
21067	留克·莱卡的头颅
21070	托贾尼警长
21071	导弹发射效率
21073	冬眠者分层电缆
21074	塔洛迦速写本
21075	塔洛迦原子捆绑器
21076	塔洛迦停滞变极器
21077	塔洛迦信息存储片
21078	塔洛迦反射板
21079	塔洛迦永动钟
21080	塔洛迦固体量化器
21081	塔洛迦机械设备
21082	塔洛迦系统界面部件
21084	塔洛迦数学图表
21085	塔洛迦自控帐户
21086	塔洛迦分隔板
21087	塔洛迦复杂的公式
21088	塔洛迦停滞偏针仪
21089	塔洛迦点火装置
21091	拜的尸骸
21096	诱导力场发生器 I
21097	高鲁的穿梭机
21104	贾恐的铭牌
21126	雷缇奥家庭补给
21180	伊莲的通行卡
21194	血袭者射频晶体 S
21196	血袭者微波晶体 S
21198	血袭者红外晶体 S
21200	血袭者标准晶体 S
21202	血袭者紫外晶体 S
21204	血袭者X射线晶体 S
21206	血袭者伽玛晶体 S
21208	血袭者多频晶体 S
21210	血袭者微波晶体 M
21212	血袭者红外晶体 M
21214	血袭者标准晶体 M
21216	血袭者紫外晶体 M
21218	血袭者X射线晶体 M
21220	血袭者伽玛晶体 M
21222	血袭者多频晶体 M
21224	血袭者射频晶体 L
21226	血袭者微波晶体 L
21228	血袭者红外晶体 L
21230	血袭者标准晶体 L
21232	血袭者紫外晶体 L
21234	血袭者X射线晶体 L
21236	血袭者伽玛晶体 L
21238	血袭者多频晶体 L
21240	血袭者射频晶体 XL
21242	血袭者微波晶体 XL
21244	血袭者红外晶体 XL
21246	血袭者标准晶体 XL
21248	血袭者紫外晶体 XL
21250	血袭者X射线晶体 XL
21252	血袭者伽玛晶体 XL
21254	血袭者多频晶体 XL
21256	黑暗血袭者射频晶体 S
21258	黑暗血袭者微波晶体 S
21260	黑暗血袭者红外晶体 S
21262	黑暗血袭者标准晶体 S
21264	黑暗血袭者紫外晶体 S
21266	黑暗血袭者X射线晶体 S
21268	黑暗血袭者伽玛晶体 S
21270	黑暗血袭者多频晶体 S
21272	黑暗血袭者射频晶体 M
21274	黑暗血袭者微波晶体 M
21276	黑暗血袭者红外晶体 M
21278	黑暗血袭者标准晶体 M
21280	黑暗血袭者紫外晶体 M
21282	黑暗血袭者X射线晶体 M
21284	黑暗血袭者伽玛晶体 M
21286	黑暗血袭者多频晶体 M
21288	黑暗血袭者射频晶体 L
21290	黑暗血袭者微波晶体 L
21292	黑暗血袭者红外晶体 L
21294	黑暗血袭者标准晶体 L
21296	黑暗血袭者紫外晶体 L
21298	黑暗血袭者X射线晶体 L
21300	黑暗血袭者伽玛晶体 L
21302	黑暗血袭者多频晶体 L
21304	黑暗血袭者射频晶体 XL
21306	黑暗血袭者微波晶体 XL
21308	黑暗血袭者红外晶体 XL
21310	黑暗血袭者标准晶体 XL
21312	黑暗血袭者紫外晶体 XL
21314	黑暗血袭者X射线晶体 XL
21316	黑暗血袭者伽玛晶体 XL
21318	黑暗血袭者多频晶体 XL
21320	古斯塔斯铁质轨道弹 S
21322	古斯塔斯钨质轨道弹 S
21324	古斯塔斯铱质轨道弹 S
21326	古斯塔斯铅质轨道弹 S
21328	古斯塔斯钍质轨道弹 S
21330	古斯塔斯钼质轨道弹 S
21332	古斯塔斯锰质轨道弹 S
21334	古斯塔斯反物质轨道弹 S
21336	古斯塔斯铁质轨道弹 M
21338	古斯塔斯钨质轨道弹 M
21340	古斯塔斯铱质轨道弹 M
21342	古斯塔斯铅质轨道弹 M
21344	古斯塔斯钍质轨道弹 M
21346	古斯塔斯钼质轨道弹 M
21348	古斯塔斯锰质轨道弹 M
21350	古斯塔斯反物质轨道弹 M
21352	古斯塔斯铁质轨道弹 L
21354	古斯塔斯钨质轨道弹 L
21356	古斯塔斯铱质轨道弹 L
21358	古斯塔斯铅质轨道弹 L
21360	古斯塔斯钍质轨道弹 L
21362	古斯塔斯钼质轨道弹 L
21364	古斯塔斯锰质轨道弹 L
21366	古斯塔斯反物质轨道弹 L
21368	古斯塔斯反物质轨道弹 XL
21370	古斯塔斯铱质轨道弹 XL
21372	古斯塔斯铁质轨道弹 XL
21374	古斯塔斯铅质轨道弹 XL
21376	古斯塔斯锰质轨道弹 XL
21378	古斯塔斯钍质轨道弹 XL
21380	古斯塔斯钨质轨道弹 XL
21382	古斯塔斯钼质轨道弹 XL
21384	恐惧古斯塔斯铁质轨道弹 S
21386	恐惧古斯塔斯钨质轨道弹 S
21388	恐惧古斯塔斯铱质轨道弹 S
21390	恐惧古斯塔斯铅质轨道弹 S
21392	恐惧古斯塔斯钍质轨道弹 S
21394	恐惧古斯塔斯钼质轨道弹 S
21396	恐惧古斯塔斯锰质轨道弹 S
21398	恐惧古斯塔斯反物质轨道弹 S
21400	恐惧古斯塔斯铁质轨道弹 M
21402	恐惧古斯塔斯钨质轨道弹 M
21404	恐惧古斯塔斯铱质轨道弹 M
21406	恐惧古斯塔斯铅质轨道弹 M
21408	恐惧古斯塔斯钍质轨道弹 M
21410	恐惧古斯塔斯钼质轨道弹 M
21412	恐惧古斯塔斯锰质轨道弹 M
21414	恐惧古斯塔斯反物质轨道弹 M
21416	恐惧古斯塔斯铁质轨道弹 L
21418	恐惧古斯塔斯钨质轨道弹 L
21420	恐惧古斯塔斯铱质轨道弹 L
21422	恐惧古斯塔斯铅质轨道弹 L
21424	恐惧古斯塔斯钍质轨道弹 L
21426	恐惧古斯塔斯钼质轨道弹 L
21428	恐惧古斯塔斯锰质轨道弹 L
21430	恐惧古斯塔斯反物质轨道弹 L
21432	恐惧古斯塔斯反物质轨道弹 XL
21434	恐惧古斯塔斯铱质轨道弹 XL
21436	恐惧古斯塔斯铁质轨道弹 XL
21438	恐惧古斯塔斯铅质轨道弹 XL
21440	恐惧古斯塔斯锰质轨道弹 XL
21442	恐惧古斯塔斯钍质轨道弹 XL
21444	恐惧古斯塔斯钨质轨道弹 XL
21446	恐惧古斯塔斯钼质轨道弹 XL
21449	盖提的DNA
21450	血袭者射频晶体 M
21453	佩达·瓦基罗的DNA
21454	巨鸟级零件
21460	纳基维步枪
21461	维克米步枪
21462	推进动力报告
21463	挖掘设备
21464	步枪
21465	远古的武器
21466	矿工
21467	间谍
21468	伪钞
21469	装有伪钞的包裹
21470	1MN模拟助推加力燃烧器
21471	1MN模拟助推加力燃烧器蓝图
21472	10MN模拟助推加力燃烧器
21473	10MN模拟助推加力燃烧器蓝图
21474	100MN模拟助推加力燃烧器
21475	100MN模拟助推加力燃烧器蓝图
21476	5MN数字助推微型跃迁推进器
21477	5MN数字助推微型跃迁推进器蓝图
21478	50MN数字助推微型跃迁推进器
21479	50MN数字助推微型跃迁推进器蓝图
21480	500MN数字助推微型跃迁推进器
21481	500MN数字助推微型跃迁推进器蓝图
21484	全双工弹道控制系统
21485	全双工弹道控制系统蓝图
21486	宗族回转稳定器
21487	宗族回转稳定器蓝图
21491	合成结构转换超载注喷器
21492	合成结构转换超载注喷器蓝图
21493	档案员有限扩充货柜
21494	档案员有限扩充货柜蓝图
21496	合成结构转换强化舱隔壁
21497	合成结构转换强化舱隔壁蓝图
21498	合成船体转换惯性稳定器
21499	合成船体转换惯性稳定器蓝图
21500	合成结构转换纳米纤维构架
21501	合成结构转换纳米纤维构架蓝图
21502	扎尔克纳·米勒
21504	一体化小型结构维修组件
21505	一体化小型结构维修组件蓝图
21506	一体化中型结构维修组件
21507	一体化中型结构维修组件蓝图
21508	一体化大型结构维修组件
21509	一体化大型结构维修组件蓝图
21510	中断跃迁扰断器
21511	中断跃迁扰断器蓝图
21512	勾画跃迁扰频器
21513	勾画跃迁扰频器蓝图
21514	修改过的进出港日志
21516	切利·米勒的DNA
21517	印刷机的部件
21520	古斯塔斯放逐者铭牌
21527	防火墙信号放大器
21528	防火墙信号放大器蓝图
21531	绞丝网式扫描器
21532	微型衰震离子炸弹 I
21534	小型衰震离子炸弹 I
21535	小型衰震离子炸弹蓝图 I
21536	中型衰震离子炸弹 I
21537	中型衰震离子炸弹蓝图 I
21538	大型衰震离子炸弹 I
21539	大型衰震离子炸弹蓝图 I
21540	起源目标标记装置
21541	起源目标标记装置蓝图
21542	N-1氖气型火箭发射舱
21543	N-1氖气型火箭发射舱蓝图
21544	损坏的监听器
21545	200mm轻型摇摆自动加农炮 I
21546	200mm轻型摇摆自动加农炮蓝图 I
21547	250mm轻型摇摆火炮 I
21548	250mm轻型摇摆火炮蓝图 I
21549	280mm摇摆火炮 I
21550	280mm摇摆火炮蓝图 I
21551	425mm中型摇摆自动加农炮 I
21552	425mm 中型摇摆加农炮蓝图 I
21553	650mm中型摇摆火炮 I
21554	650mm中型摇摆火炮蓝图 I
21555	720mm摇摆火炮 I
21556	720mm摇摆火炮蓝图 I
21557	800mm重型摇摆频射加农炮 I
21558	800mm重型摇摆频射加农炮蓝图 I
21559	1200mm重型摇摆火炮 I
21560	1200mm重型摇摆火炮蓝图 I
21561	1400mm摇摆火炮 I
21562	1400mm摇摆火炮蓝图 I
21564	牛奶
21565	古斯塔斯放逐者首领勋章
21566	坚固保险箱
21567	粉状的锢秘西锶
21568	冬眠者数据接口协议
21569	冬眠者渊博的研究笔记
21570	冬眠者手稿
21571	冬眠者技术图表
21572	冬眠者数据晶体
21573	机密处理装置
21574	机密加速装置
21575	机密对称装置
21576	机密放大装置
21577	机密获取装置
21579	加密处理装置
21580	加密加速装置
21581	加密对称装置
21582	加密放大装置
21583	加密获取装置
21584	冬眠者微电路板
21585	冬眠者冷藏电池
21586	冬眠者虚拟增效器
21587	电子链路
21588	备件
21589	能源连接器
21590	装甲块
21591	电脑芯片
21592	电气导管
21593	机械部件
21594	预燃室
21595	建筑合金
21596	数据处理器
21601	米尔凯的数据芯片
21602	贾恐的头颅
21603	诱导力场理论
21604	诱导力场发生器蓝图 I
21606	天赋植体 诺贝尔 船体升级 HG-1008
21607	万能药
21610	跳跃引擎燃料节约技术
21611	跳跃引擎校对理论
21612	炸药包裹
21613	保险箱业主名单
21614	破坏坚固保险箱的计划
21615	帕克里的帽子
21616	纳基维铭牌
21619	有窃听设备的植物
21620	助手的钥匙串
21623	纳基维空间站图纸
21624	加密的莱戴报告
21625	库森·尼姆能的导弹发射器
21626	推进动力的铭牌
21628	古斯塔斯穿梭机
21631	建筑工人
21632	建筑工具
21634	秘密机修库钥匙
21637	资料芯片破译器
21638	金星 II
21639	金星蓝图 II
21640	瓦尔基里 II
21641	瓦尔基里蓝图 II
21661	精纯酷菲
21663	扫描数据 I
21664	扫描数据 II
21665	扫描数据 3
21666	旗舰级混合炮台研究
21667	旗舰级射弹炮台研究
21668	超大型鱼雷
21669	古斯塔斯通讯日志
21671	古斯塔斯巡逻路线图
21672	奎奥·卡勒
21676	杰顿·西肯瑞恩的物品
21677	哈克兰兄弟的遗体
21718	电脑破译原理
21719	冬眠者超级增强器
21720	冬眠者温度调节器
21721	冬眠者热能中和线圈
21722	冬眠者纳米体集群
21723	冬眠者重生控制
21724	古斯塔斯重型武器控制台
21725	古斯塔斯中型武器控制台
21726	古斯塔斯轻型武器控制台
21727	古斯塔斯引力聚放器
21728	古斯塔斯阴离子增强器
21729	天使集团高级触发机关
21730	天使集团标准触发机关
21731	天使集团简易触发机关
21732	天使集团空间分析仪
21733	天使集团动态校准仪
21734	牲畜
21736	罗基的DNA
21739	阴暗领土的契约
21740	加达里海军反物质轨道弹 L
21742	黑色假面
21743	拿吉亚·弗克伦
21783	未装配的混合武器
21784	混合武器组装说明
21789	冬眠者技术研究
21790	加达里加密技术原理
21791	米玛塔尔加密技术原理
21793	潘萨的头颅
21800	EMP电池元件
21801	火龙水
21802	旗舰级护盾操作
21803	旗舰维修系统研究
21804	卢加特
21808	朋克ID牌
21809	黑客ID牌
21810	间谍ID牌
21811	狙击手ID牌
21812	忍者ID牌
21813	天皇ID牌
21815	精英无人机人工智能
21816	泰瑞氏改良型电容回充器
21817	莱塞勒氏改良型电容回充器
21818	阿勒门氏改良型电容回充器
21819	德拉克里雅氏改良型电容回充器
21839	训练场通行证钥匙
21841	盖伦特采矿激光器
21850	被感染的难民
21851	败血病原体的配方
21852	败血病原体的样本
21853	民用装甲维修器
21854	民用装甲维修器蓝图
21855	民用扩充货柜舱
21856	民用扩充货柜舱蓝图
21857	1MN民用加力燃烧器
21858	1MN民用加力燃烧器蓝图
21862	卡萝·祖兰多的勋章
21867	星爆重型攻击导弹
21868	星爆重型攻击导弹蓝图
21877	奥卡汉姆的头颅
21878	破损的钥匙卡片
21879	修复的钥匙卡片
21880	神秘宝石
21885	加达里海军护卫部署资料
21888	护盾指挥思维网络芯片
21889	信息战指挥思维网络芯片
21890	游击战指挥思维网络芯片
21892	黑客的钥匙卡片
21893	库提尔的数据芯片
21894	共和舰队电磁脉冲弹 L
21896	共和舰队电磁脉冲弹 M
21898	共和舰队电磁脉冲弹 S
21900	共和舰队电磁脉冲弹 XL
21902	共和舰队聚变弹 L
21904	共和舰队聚变弹 M
21906	共和舰队聚变弹 S
21908	共和舰队聚变弹 XL
21910	共和舰队核芯弹 L
21912	共和舰队核芯弹 M
21914	共和舰队核芯弹 S
21916	共和舰队核芯弹 XL
21918	共和舰队定相等离子弹 L
21920	共和舰队定相等离子弹 XL
21922	共和舰队定相等离子弹 M
21924	共和舰队定相等离子弹 S
21926	共和舰队质子弹 L
21928	共和舰队质子弹 M
21930	GI失乐园巡航导弹密封箱
21931	共和舰队质子弹 S
21933	共和舰队质子弹 XL
21935	共和舰队钛合金萨博弹 L
21937	共和舰队钛合金萨博弹 M
21939	共和舰队钛合金萨博弹 S
21941	共和舰队钛合金萨博弹 XL
21947	建筑建造组件
21948	建筑建造组件蓝图
21949	建筑机库阵列
21950	建筑机库阵列蓝图
21951	建筑贮藏舱
21952	建筑贮藏舱蓝图
21953	建筑实验室
21954	建筑实验室蓝图
21955	建筑工厂
21956	建筑工厂蓝图
21957	建筑维修设施
21958	建筑维修设施蓝图
21959	建筑提炼工厂
21960	建筑提炼工厂蓝图
21961	建筑停泊港
21962	建筑停泊港蓝图
21963	建筑市场网络
21964	建筑市场网络蓝图
21965	建筑医疗中心
21966	建筑医疗中心蓝图
21967	建筑办公室中心
21968	建筑办公室中心蓝图
21969	建筑任务网络
21970	建筑任务网络蓝图
21971	损坏的信道扫描器
21973	马丘尔的头颅
22030	损毁的信道扫描器
22033	共和国飞行员
22035	尸袋
22036	共和舰队的逃兵
22037	共和国维修工具
22038	纳拉克·帕库尔的DNA
22043	战术武器配置理论
22044	一桶王水
22045	图克尔人渣的尸骸
22046	共和国突击队员的DNA样本
22049	REF徽章
22054	图克尔的战利品
22055	土炸弹
22056	叛军的身体残骸
22060	冰冻的肝脏
22062	残缺的尸骸
22063	空的数据芯片
22067	雨果·法林大使
22069	巡查员莱纳维宗
22073	波诺·扎肯的尸骸
22074	吉斯特数据库密码
22077	加密的古斯塔斯情报卷宗
22078	改造的激光步枪
22080	TX-890合成纺织纤维
22083	杰尔帕姆·胡勒克的头颅
22085	受伤的劳工
22087	远古的维洛奇亚奖章
22089	露西亚·蒂普
22095	加尔普·苏利姆的ID铭牌
22096	希拉达的雕塑
22099	特里格曼的石头
22100	娜米安的古董
22101	ST58记忆芯片
22102	ST59记忆芯片
22103	ST60记忆芯片
22107	中级水晶—阿尔法型
22108	中级水晶—贝它型
22109	中级水晶—德尔塔型
22110	中级水晶—伊普西隆型
22111	中级水晶—伽玛型
22112	中级水晶—欧米伽型
22113	中级圣光—阿尔法型
22114	中级圣光—贝它型
22115	中级圣光—德尔塔型
22116	中级圣光—伊普西隆型
22117	中级圣光—伽玛型
22118	中级圣光—欧米伽型
22119	中级辟邪 - 阿尔法型
22120	中级辟邪 - 贝它型
22121	中级辟邪 - 德尔塔型
22122	中级辟邪 - 伊普西隆型
22123	中级辟邪 - 伽玛型
22124	中级辟邪 - 欧米伽型
22125	中级蝰蛇—阿尔法型
22126	中级蝰蛇—贝它型
22127	中级蝰蛇—德尔塔型
22128	中级蝰蛇—伊普西隆型
22129	中级蝰蛇—伽玛型
22130	中级蝰蛇—欧米伽型
22131	中级护符—阿尔法型
22133	中级护符—贝它型
22134	中级护符—德尔塔型
22135	中级护符—伊普西隆型
22136	中级护符—伽玛型
22137	中级护符—欧米伽型
22139	卡迪莫·帕勒丹
22140	三崴砣柯
22141	指骨
22142	预言病毒
22143	获释的娱乐劳工
22144	萨得里·达摩克勒特的头颅
22146	伪造的航标日志
22149	搜索无人机的记忆芯片
22151	托拉的尸骸
22152	ID卡生成器
22155	西斯普尔的保安监视器日志
22157	西斯普尔财产钥匙卡片
22159	神秘的传送门部件
22162	符文碎片
22163	帕特恩的匿藏处
22164	海军信息发布传送器
22165	定制的天线
22166	便携式发电机
22167	损坏的科学仪器
22173	入侵者
22174	蓝色盒子
22175	数据分析仪 I
22176	数据分析仪蓝图 I
22177	遗迹分析仪 I
22178	遗迹分析仪蓝图 I
22194	米玛塔尔共和政府药检官的铭牌
22201	一次元运算密码
22203	天使集团瘾君子铭牌
22204	红色铁锤的个人财产
22205	戈登·萨克特的金刚石钻头
22206	血样
22207	分析过的血液样本
22208	失足妇女
22209	难民
22210	克隆的姐妹会官员
22211	天使联合企业电脑硬件
22214	戈登·萨克特的可疑全息记录盘
22217	怪异的建筑构件
22218	运送药物的包裹
22219	替代的试验仪器
22220	影响神经元的药品
22222	机密报告—空间站防御
22229	冰矿采集器 II
22230	冰矿采集器蓝图 II
22231	征兵中心数据日志
22234	范尼尔·马克诺的DNA
22242	旗舰级船只建造研究
22248	远古的内凡达雕刻
22249	拉贾斯特·马洛托夫的铭牌
22254	勒科尔的钥匙卡片
22277	卡扬·玛德什的DNA
22288	天使联合企业扫描数据
22291	弹道控制系统 II
22292	弹道控制系统蓝图 II
22295	远古加密图腾
22315	加密的RSS简报
22317	那农·巴斯克尔的航行日志
22321	格拉斯·塔尔西丝
22428	救世级
22429	救世级蓝图
22430	罪恶级
22431	罪恶级蓝图
22436	寡妇级
22437	寡妇级蓝图
22440	黑豹级
22441	黑豹级蓝图
22442	曙光女神级
22443	曙光女神级蓝图
22444	斯雷普尼级
22445	斯雷普尼级蓝图
22446	兀鹫级
22447	兀鹫级蓝图
22448	救赎级
22449	救赎级蓝图
22452	异端级
22453	异端级蓝图
22456	剑齿虎级
22457	剑齿虎级蓝图
22460	厄里斯级
22461	厄里斯级蓝图
22464	飞燕级
22465	飞燕级蓝图
22466	阿施塔特级
22467	阿施塔特级蓝图
22468	月刃级
22469	月刃级蓝图
22470	夜鹰级
22471	夜鹰级蓝图
22474	永灭级
22475	永灭级蓝图
22494	尤堂恩的报告
22534	天赋植体 矿脉 采矿 MX-1003
22535	天赋植体 矿脉 采矿 MX-1005
22536	开采先锋技术
22541	采矿无人机专业研究
22542	采矿激光器提升器 I
22543	采矿激光器提升器蓝图 I
22544	霍克级
22545	霍克级蓝图
22546	轻舟级
22547	轻舟级蓝图
22548	麦基诺级
22549	麦基诺级蓝图
22551	采掘者操作
22552	采矿管理技术
22553	开采先锋网络—采集器电容能效
22554	开采先锋—采集器电容能效蓝图
22555	开采先锋网络—采矿激光器力场增强
22556	开采先锋—采矿激光器力场增强蓝图
22557	开采先锋网络—激光优化
22558	开采先锋—激光优化设备蓝图
22559	开采先锋思维网络芯片
22564	萨沙爱国者火箭发射器
22565	萨沙爱国者轻型导弹发射器
22566	萨沙爱国者轻型快速导弹发射器
22567	萨沙爱国者重型导弹发射器
22568	萨沙爱国者巡航导弹发射器
22569	萨沙爱国者鱼雷发射器
22570	天赋植体 雪人 冰矿采集 IH-1003
22571	天赋植体 雪人 冰矿采集 IH-1005
22572	执政官EV-900
22573	执政官EV-900蓝图
22576	冰矿采集能力提升器 I
22577	冰矿采集能力提升器蓝图 I
22578	矿冶提升理论
22611	埃拉抑制型采矿激光提升器
22613	卡普采矿激光提升器
22615	奥德采矿激光提升器
22619	弗戈斯抑制型冰矿采集能力提升器
22621	安格斯冰矿采集能力提升器
22623	因吉冰矿采集能力提升器
22634	中型生化反应堆阵列
22701	米玛塔尔的蓝色芯片
22705	米纳斯的凭证
22707	奥金·卡尔达的DNA
22708	艾玛间谍
22715	共和国别动队战场增效体—伽玛型
22730	艾玛训练认证结果
22738	伊松的凭证
22740	加达里P.A.钥匙卡片
22741	加达里P.A.钥匙卡片复制品
22751	卡尼迪Ext钥匙卡片
22752	卡尼迪指挥官
22754	盖伦特情报数据记录器
22756	卡尼迪指挥官钥匙卡片
22760	帝国别动队战场增效体—标准型
22761	侦察舰操作
22764	米玛塔尔训练认证结果
22765	重型护盾维护机器人 I
22766	重型护盾维护机器人蓝图 I
22778	跃迁干扰探针
22779	跃迁干扰探针蓝图
22782	拦截泡发射器 I
22783	拦截泡发射器蓝图 I
22788	艾玛通讯员
22792	艾玛特工
22793	艾玛尸骸
22795	盖伦特人的尸骸
22796	盖伦特通讯员
22801	艾玛轻装陆战队员
22802	盖伦特轻装陆战队员
22803	米玛塔尔轻装陆战队员
22804	加达里轻装陆战队员
22806	电磁装甲补偿理论
22807	爆炸装甲补偿理论
22808	动能装甲补偿理论
22809	热能装甲补偿理论
22847	米玛塔尔平民
22852	冥府级
22853	冥府级蓝图
22875	圣光跃迁核心稳定器 I
22876	圣光跃迁核心稳定器蓝图 I
22877	自然跃迁核心稳定器 I
22878	自然跃迁核心稳定器蓝图 I
22879	'毛贼'多谱式电压薄膜
22880	'毛贼'多谱式电压薄膜蓝图
22881	月光热能电压薄膜
22882	月光热能电压薄膜蓝图
22883	黑手党动能电压薄膜
22884	黑手党动能电压薄膜蓝图
22887	协合小型装甲维修器 I
22888	协合小型装甲维修器蓝图 I
22889	冥思中型装甲维修器 I
22890	冥思中型装甲维修器蓝图 I
22891	抗击大型装甲维修器 I
22892	抗击大型装甲维修器蓝图 I
22895	阴暗感应增强器
22896	阴暗感应增强器蓝图
22899	集团轻型电子疾速炮 I
22900	集团轻型电子疾速炮蓝图 I
22901	商人轻型离子疾速炮 I
22902	商人轻型离子疾速炮蓝图 I
22903	糜烂轻型中子疾速炮 I
22905	蛇行重型电子疾速炮 I
22906	蛇行重型电子疾速炮蓝图I
22907	无赖重型离子疾速炮 I
22908	无赖重型离子疾速炮蓝图 I
22909	恶徒重型中子疾速炮 I
22910	恶徒重型中子疾速炮蓝图 I
22911	滑头电子疾速加农炮 I
22912	滑头电子疾速加农炮蓝图 I
22913	残暴离子疾速加农炮 I
22914	残暴离子疾速加农炮蓝图 I
22915	欺瞒中子疾速加农炮 I
22916	欺瞒中子疾速加农炮蓝图 I
22919	垄断磁性力场稳定器
22920	垄断磁性力场稳定器蓝图
22921	栖息采矿器 I
